era,dapp_id,beneficiary,expected_tier,actual_tier,expected_reward,actual_reward,delta
746,37,XMAHssEGJvaFyvXYYmuWDXvzCx4oLY5tGnvPLkviMVW4AYd,3,3,109182759297215939875,109182759297215939875,0
746,38,bEKpmuoP86E9JSA5kzLHkFA9R2FHWyoX6dKX3XtvtL3rnKJ,3,3,109182759297215939875,109182759297215939875,0
746,39,ashiYo9RUjSj2f5hUbZY83FCy1ePkf54SFzD1CsZTgmC4qi,3,3,109182759297215939875,109182759297215939875,0
746,40,b9AB1qFXsw81RuTBQ1sCP6PQ6k27QXWoe7VHrv9m6iwmBRK,2,3,1364784491215199248444,109182759297215939875,1255601731917983308569
746,42,YewXn3eSdX5XKqwem27dXnbsWPtFsnzgXfdX6iNVUEGmPtw,1,1,3848692265226861880612,3848692265226861880612,0
746,47,ZZZgswWp73ymRVpMu84bNfQERLyV9XR6T6DrozRxMdwT6Ez,3,3,109182759297215939875,109182759297215939875,0
746,49,be8WtwsrvLUrJ5tA5Ht3BjKpajBMkRtYmURTa7BqNB6QZUA,2,3,1364784491215199248444,109182759297215939875,1255601731917983308569
746,51,YXPD211sCj2gjrePAzsTtusqBbXmHp9A56whRXonz97TGKu,2,3,1364784491215199248444,109182759297215939875,1255601731917983308569
746,52,ZfEuzYHyfo5TZfAx9fsntdkx2W4gDFLPwUNeqSrJTpQJXDc,1,1,3848692265226861880612,3848692265226861880612,0
746,53,WGYLrLw8TPjp1ynU9AiwZtanc7B2CMtB43ssKmawDwfoUsZ,3,3,109182759297215939875,109182759297215939875,0
746,57,Z72w8QNfMmbvq6VJ82yPd2giVHezNtpzVc3ZeSbCPu5j5EV,2,3,1364784491215199248444,109182759297215939875,1255601731917983308569
746,58,ZNr4n9qc5fAap57oqoSazLpqqauQLzCTVXfKgKJsBp8t4Gr,3,3,109182759297215939875,109182759297215939875,0
746,59,b1ymfVcP5vsT2ZPAWwVs6e2ecNWdFTGWfB8vzWixnyYacam,2,3,1364784491215199248444,109182759297215939875,1255601731917983308569
746,63,XAAqKgEAdKw3N6tLuJM8RhiGE4DLwSxigGqahF5UBzfFcKL,3,3,109182759297215939875,109182759297215939875,0
746,64,ZP8rbjrkyf5Qkjr32fEy3n6av2nPzHh6Egv62Vu8kgEwZ8Z,1,2,3848692265226861880612,1364784491215199248444,2483907774011662632168
746,66,YQ3S4AGrjyMndkjJuzup1fsDHYsD6EZ9BSkhzkFtNRhjDS2,3,3,109182759297215939875,109182759297215939875,0
746,67,ZqpPKt2sk2Xwd1YgYq8UvPF3JJDJ7XcEKFCcybYTeYDaigC,3,3,109182759297215939875,109182759297215939875,0
746,70,XDTAqd8vCpX1mDbU6Bb3jjBYBPCb9UiW5DiyAQvDykfkJ7Q,3,3,109182759297215939875,109182759297215939875,0
746,71,aja8WxDTzNkxttWGv4ndFXWgYmfFcvDyE3AQKikrrcPQnTj,3,3,109182759297215939875,109182759297215939875,0
746,73,aRxv5MQtqoYjW3UFV6gxE3TbWuNnXeXLnirLufHVD9LiE4x,3,3,109182759297215939875,109182759297215939875,0
